Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Misc/xHx,Misc/H_inv_g,Misc/AcceptanceStep,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-11056.201171875,833.9557495117188,8759.0,0.0,1.3653260469436646,0.001521999598480761,10.0,1.0006023645401,1.0006023645401,1.0006023645401,0.0004260203568264842,0.0,0.9484868049621582,8759.0,-0.01723594032227993,-0.01723594032227993,2.2864665716326726e-09,5.122997760772705,5.122997760772705,-0.05434953048825264,0.11595290899276733,0.11595290899276733,0.12385647743940353,22.237369537353516,19.139331817626953,3.097825765609741,22.2371768951416,393.88995361328125,2.362037420272827,0.35177138447761536,0.10742518305778503,0.010754180140793324,0.14892709255218506,1.0,0.03599999472498894,0.03599999472498894,0.03599999472498894,0.0
-10480.70703125,833.9557495117188,8759.0,1.0,1.3001209497451782,0.0016210594912990928,10.0,1.0010064840316772,1.0010064840316772,1.0010064840316772,0.0007116073975339532,0.0,0.8882990479469299,17518.0,-0.014773723669350147,0.002462216652929783,-2.9397426715149777e-09,5.520229339599609,0.3972315788269043,0.3423387408256531,0.056027740240097046,-0.05992516875267029,1.6784851551055908,43.5941162109375,18.431264877319336,2.9136462211608887,21.344924926757812,410.35516357421875,2.6237120628356934,0.3185442388057709,0.13023002445697784,0.008716022595763206,0.12140974402427673,1.0,0.07099999487400055,0.07099999487400055,0.07099999487400055,0.0
-10018.0517578125,833.9557495117188,8759.0,2.0,1.227841854095459,0.0010647287126630545,10.0,0.9995937347412109,0.9995937347412109,0.9995937347412109,0.0002370218571741134,0.0,0.8264631628990173,26277.0,-0.014341283589601517,0.0004324400797486305,5.988364804032642e-10,4.9579758644104,-0.562253475189209,1.3061455488204956,0.052438851445913315,-0.003588888794183731,2.9894983768463135,64.4005126953125,18.066099166870117,2.7291650772094727,20.795276641845703,421.2014465332031,2.593236207962036,0.24703767895698547,0.13607901334762573,0.008922088891267776,0.11907792091369629,2.0,0.10599999129772186,0.10599999129772186,0.10599999129772186,0.0
-9648.9814453125,833.9557495117188,8759.0,3.0,1.1525224447250366,0.0010280157439410686,10.0,1.0024962425231934,1.0024962425231934,1.0024962425231934,0.001482281368225813,0.0,0.7666587829589844,35036.0,-0.014468211680650711,-0.00012692809104919434,4.0176484361609255e-08,5.413666248321533,0.4556903839111328,2.518127918243408,0.055512867867946625,0.00307401642203331,4.075376510620117,84.9450454711914,18.01590347290039,2.516120195388794,20.53203773498535,426.6015930175781,2.6058225631713867,0.2653556168079376,0.12913377583026886,0.008836108259856701,0.1272897869348526,2.0,0.14099998772144318,0.14099998772144318,0.14099998772144318,0.0
-9340.927734375,833.9557495117188,8759.0,4.0,1.090970516204834,0.0010708433110266924,10.0,1.000210165977478,1.000210165977478,1.000210165977478,0.00012166304077254608,0.0,0.7206663489341736,43795.0,-0.013064693659543991,0.00140351802110672,1.3936557685667594e-08,5.746303081512451,0.33263683319091797,3.789193630218506,0.05897355452179909,0.0034606866538524628,4.968111991882324,105.42926788330078,17.782821655273438,2.689941644668579,20.472776412963867,427.8364562988281,2.980529308319092,0.25396570563316345,0.13315919041633606,0.0067540425807237625,0.10651030391454697,2.0,0.17599999904632568,0.17599999904632568,0.17599999904632568,0.0
-9078.3369140625,833.9557495117188,8759.0,5.0,1.0246896743774414,0.0012932410463690758,10.0,0.9996116757392883,0.9996116757392883,0.9996116757392883,0.00027457266696728766,0.0,0.6747092604637146,52554.0,-0.011988095939159393,0.0010765977203845978,-3.39703589702367e-08,5.4960126876831055,-0.2502903938293457,4.8222503662109375,0.0623333603143692,0.003359805792570114,5.731388092041016,125.80585479736328,17.748891830444336,2.6160972118377686,20.365001678466797,430.10064697265625,3.1554298400878906,0.41498708724975586,0.11151918768882751,0.0060260603204369545,0.13151521980762482,1.0,0.210999995470047,0.210999995470047,0.210999995470047,0.0
-8849.2880859375,833.9556884765625,8759.0,6.0,0.9684483408927917,0.001114591141231358,10.0,0.9990921020507812,0.9990921020507812,0.9990921020507812,0.0006419527344405651,0.0,0.6374460458755493,61313.0,-0.010133654810488224,0.0018544411286711693,1.850949082893294e-08,5.350852012634277,-0.14516067504882812,6.2387566566467285,0.06736063957214355,0.005027279257774353,6.346221446990967,146.21739196777344,17.89159393310547,2.508424997329712,20.4000301361084,429.36212158203125,3.5957143306732178,0.45545607805252075,0.11217868328094482,0.004640662111341953,0.1266663819551468,1.0,0.2459999918937683,0.2459999918937683,0.2459999918937683,0.0
-8664.5185546875,833.9556884765625,8759.0,7.0,0.9081639647483826,0.0010453626746311784,10.0,1.0004316568374634,1.0004316568374634,1.0004316568374634,0.0003053117834497243,0.0,0.6003507971763611,70072.0,-0.009570296853780746,0.0005633579567074776,-1.1323453286138374e-08,5.313148498535156,-0.037703514099121094,7.207609176635742,0.06967909634113312,0.002318456768989563,6.840580940246582,170.40536499023438,20.597143173217773,3.579185962677002,24.17634391784668,362.29632568359375,3.569709062576294,0.4722762405872345,0.10833345353603363,0.004708522465080023,0.13230106234550476,1.0,0.2809999883174896,0.2809999883174896,0.2809999883174896,0.0
-8502.26171875,833.9556884765625,8759.0,8.0,0.8905747532844543,0.0009146357770077884,10.0,1.001980185508728,1.001980185508728,1.001980185508728,0.001400230685248971,0.0,0.5895732045173645,78831.0,-0.01094603817909956,-0.0013757413253188133,-5.22620924314765e-09,5.3629913330078125,0.04984283447265625,8.031529426574707,0.06646176427602768,-0.0032173320651054382,7.2853851318359375,194.1923065185547,20.957738876342773,2.8177428245544434,23.775497436523438,368.4045104980469,3.8834424018859863,0.5146849155426025,0.07785645872354507,0.003978473134338856,0.13253316283226013,1.0,0.31599998474121094,0.31599998474121094,0.31599998474121094,0.0
-8377.083984375,833.9556884765625,8759.0,9.0,0.8932088017463684,0.000970465422142297,10.0,1.0003480911254883,1.0003480911254883,1.0003480911254883,0.0002460814139340073,0.0,0.5911237597465515,87590.0,-0.010546229779720306,0.0003998083993792534,-1.0234660230423742e-08,5.538675308227539,0.17568397521972656,8.616122245788574,0.07827499508857727,0.011813230812549591,7.654993057250977,216.6778564453125,19.600305557250977,2.8735790252685547,22.47389793395996,389.74102783203125,3.6867237091064453,0.4780575931072235,0.0921226292848587,0.00441437354311347,0.12967000901699066,1.0,0.35099998116493225,0.35099998116493225,0.35099998116493225,0.0
