Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Misc/Alpha,Misc/FinalStepNorm,Misc/gradient_norm,Misc/xHx,Misc/H_inv_g,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-11056.201171875,833.9557495117188,8759.0,0.0,1.3787291049957275,0.0,10.0,1.0004518032073975,1.0004518032073975,1.0004518032073975,0.00045186281204223633,0.0,0.9613651037216187,8759.0,-0.012926953844726086,-0.012926953844726086,2.2864665716326726e-09,5.122997760772705,5.122997760772705,-0.05434953048825264,0.11595290899276733,0.11595290899276733,0.12385647743940353,22.138687133789062,19.43424415588379,2.7042319774627686,22.138490676879883,395.6457824707031,2.362037420272827,0.35177138447761536,0.10742518305778503,0.010754180140793324,0.14892709255218506,0.03599999472498894,0.03599999472498894,0.03599999472498894,0.0
-10480.70703125,833.9557495117188,8759.0,1.0,1.309720754623413,0.0,10.0,1.0007548332214355,1.0007548332214355,1.0007548332214355,0.0007547736167907715,0.0,0.896906852722168,17518.0,-0.011080292984843254,0.0018466608598828316,-2.9397426715149777e-09,5.520229339599609,0.3972315788269043,0.3423387408256531,0.056027740240097046,-0.05992516875267029,1.6784851551055908,43.173580169677734,18.191150665283203,2.83235502243042,21.023517608642578,416.628662109375,2.6237120628356934,0.3185442388057709,0.13023002445697784,0.008716022595763206,0.12140974402427673,0.07099999487400055,0.07099999487400055,0.07099999487400055,0.0
-10018.0517578125,833.9557495117188,8759.0,2.0,1.24009108543396,0.0,10.0,0.9997569918632507,0.9997569918632507,0.9997569918632507,0.00024300813674926758,0.0,0.8369303941726685,26277.0,-0.01093935314565897,0.0001409398391842842,5.988364804032642e-10,4.9579758644104,-0.562253475189209,1.3061455488204956,0.052438851445913315,-0.003588888794183731,2.9894983768463135,64.0993423461914,18.386653900146484,2.5279340744018555,20.914600372314453,418.79833984375,2.593236207962036,0.30879709124565125,0.13607901334762573,0.008922088891267776,0.11907792091369629,0.10599999129772186,0.10599999129772186,0.10599999129772186,0.0
-9611.435546875,833.9557495117188,8759.0,3.0,1.1516494750976562,0.0,10.0,1.0021438598632812,1.0021438598632812,1.0021438598632812,0.00214385986328125,0.0,0.7663195133209229,35036.0,-0.010918407700955868,2.0945444703102112e-05,-3.7454498169608996e-08,5.38023042678833,0.4222545623779297,2.546034812927246,0.05547641962766647,0.0030375681817531586,4.075329303741455,85.04973602294922,18.333606719970703,2.6057348251342773,20.939353942871094,418.30328369140625,2.6528351306915283,0.338358610868454,0.12582236528396606,0.00852570217102766,0.127546027302742,0.14099998772144318,0.14099998772144318,0.14099998772144318,0.0
-9274.275390625,833.9557495117188,8759.0,4.0,1.070033073425293,0.0,10.0,0.9999822378158569,0.9999822378158569,0.9999822378158569,1.773240728653036e-05,0.0,0.7058678865432739,43795.0,-0.010182740166783333,0.0007356675341725349,8.710348553542246e-10,5.631278038024902,0.25104761123657227,4.01816987991333,0.05893715098500252,0.0034607313573360443,4.967245101928711,106.09101104736328,18.136743545532227,2.893321990966797,21.030080795288086,416.4986877441406,2.953298807144165,0.3243967294692993,0.13773071765899658,0.006879166234284639,0.10984217375516891,0.17599999904632568,0.17599999904632568,0.17599999904632568,0.0
-8986.1796875,833.9557495117188,8759.0,5.0,0.9991254806518555,0.0,10.0,1.0001357793807983,1.0001357793807983,1.0001357793807983,0.00013577938079833984,0.0,0.6576173305511475,52554.0,-0.008844994939863682,0.001337745226919651,1.2630005485902984e-08,5.38230037689209,-0.2489776611328125,5.127241134643555,0.0612991563975811,0.0023620054125785828,5.730498313903809,127.51116943359375,18.719457626342773,2.689065933227539,21.408538818359375,409.1358337402344,3.1732985973358154,0.43456482887268066,0.10673975199460983,0.005958385765552521,0.1369442194700241,0.210999995470047,0.210999995470047,0.210999995470047,0.0
-8757.060546875,833.9556884765625,8759.0,6.0,0.9509768486022949,0.0,10.0,0.9996424913406372,0.9996424913406372,0.9996424913406372,0.00035750865936279297,0.0,0.6263173818588257,61313.0,-0.007528697140514851,0.0013162977993488312,-1.175897068605991e-08,5.378628253936768,-0.0036721229553222656,6.65273904800415,0.06452442705631256,0.0032252706587314606,6.338440418243408,148.52923583984375,18.433422088623047,2.5731263160705566,21.006561279296875,416.9649658203125,3.550973415374756,0.49106407165527344,0.09941741079092026,0.004758340306580067,0.13828998804092407,0.2459999918937683,0.2459999918937683,0.2459999918937683,0.0
-8580.1572265625,833.9556884765625,8759.0,7.0,0.9041591286659241,0.0,10.0,1.0004348754882812,1.0004348754882812,1.0004348754882812,0.0004348158836364746,0.0,0.5980105400085449,70072.0,-0.00726543040946126,0.0002632667310535908,-3.070397980309281e-08,5.451226234436035,0.07259798049926758,7.7170820236206055,0.07133949548006058,0.006815068423748016,6.838294982910156,169.28660583496094,18.190397262573242,2.5555999279022217,20.746009826660156,422.2016906738281,3.6060874462127686,0.4640076160430908,0.1011883094906807,0.004614002071321011,0.12867343425750732,0.2809999883174896,0.2809999883174896,0.2809999883174896,0.0
-8425.30078125,833.9556884765625,8759.0,8.0,0.8708944320678711,0.0,10.0,1.0015462636947632,1.0015462636947632,1.0015462636947632,0.0015462636947631836,0.0,0.5780808329582214,78831.0,-0.008478225208818913,-0.0012127947993576527,-1.175897068605991e-08,5.5533976554870605,0.10217142105102539,8.3214750289917,0.06865337491035461,-0.002686120569705963,7.284786701202393,189.89407348632812,18.034778594970703,2.5615789890289307,20.596370697021484,425.2691345214844,3.77203106880188,0.5267361402511597,0.0766703337430954,0.004216962028294802,0.139642596244812,0.31599998474121094,0.31599998474121094,0.31599998474121094,0.0
-8303.58203125,833.9556884765625,8759.0,9.0,0.8741530776023865,0.0,10.0,0.9997173547744751,0.9997173547744751,0.9997173547744751,0.00028267502784729004,0.0,0.5799664258956909,87590.0,-0.008276764303445816,0.00020146090537309647,3.048622021495362e-09,5.64097261428833,0.08757495880126953,8.837602615356445,0.06913162767887115,0.00047825276851654053,7.652672290802002,210.55316162109375,17.994733810424805,2.6534290313720703,20.648174285888672,424.2021484375,3.5214881896972656,0.4637696146965027,0.10278604924678802,0.004838356748223305,0.13169704377651215,0.35099998116493225,0.35099998116493225,0.35099998116493225,0.0
