non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
13.1,1.08,1.2,0.0,0.0
5.4,3.12,0.0,0.0,0.0
5.6,0.48,0.0,0.0,0.0
7.0,1.68,0.01,0.0,0.0
4.9,0.0,0.0,0.0,0.0
5.0,1.92,0.0,0.0,0.0
7.7,4.08,0.08,0.0,0.0
9.1,17.76,0.19,0.0,0.0
11.6,6.84,0.39,0.0,0.0
7.4,14.28,0.01,0.0,0.0
8.9,6.72,0.22,0.0,0.0
10.8,11.04,0.87,0.0,0.0
7.9,2.28,0.79,0.0,0.0
9.0,2.04,0.91,0.0,0.0
10.6,0.48,1.15,0.0,0.0
8.1,2.76,0.64,0.0,0.0
8.3,4.68,0.6,0.0,0.0
9.6,4.8,0.87,0.0,0.0
8.9,6.84,0.88,0.0,0.0
9.4,4.32,1.03,0.0,0.0
8.7,1.08,0.95,0.0,0.0
10.8,7.32,1.65,0.0,0.0
10.1,3.12,1.41,0.0,0.0
8.8,0.48,0.95,0.0,0.0
10.2,0.84,1.37,0.0,0.0
8.7,0.24,1.08,0.0,0.0
10.1,0.36,1.42,0.0,0.0
14.0,0.48,2.68,0.0,0.0
10.0,0.48,1.42,0.0,0.0
9.5,1.68,1.22,0.0,0.0
11.4,6.0,1.84,0.0,0.0
10.0,19.56,1.51,0.0,0.0
11.2,4.32,1.59,0.0,0.0
10.7,6.0,1.56,0.0,0.0
9.2,13.56,1.34,0.0,0.0
9.2,2.76,1.4,0.0,0.0
8.6,3.24,1.23,0.0,0.0
9.8,1.08,1.56,0.0,0.0
10.3,0.96,1.66,0.0,0.0
9.2,3.96,0.83,0.0,0.0
7.5,2.04,0.1,0.0,0.0
8.8,3.36,0.23,0.0,0.0
10.3,1.56,0.43,0.0,0.0
10.4,7.2,0.31,0.0,0.0
12.6,4.68,0.42,0.0,0.0
13.8,16.56,0.43,0.0,0.0
9.6,2.16,0.0,0.0,0.0
10.2,1.56,0.0,0.0,0.0
7.5,0.84,0.0,0.0,0.0
6.0,0.84,0.0,0.0,0.0
4.3,0.12,0.0,0.0,0.0
6.0,0.36,0.0,0.0,0.0
5.7,1.2,0.0,0.0,0.0
3.3,2.88,0.0,0.0,0.0
4.5,3.96,0.0,0.0,0.0
9.3,10.56,0.0,0.0,0.0
9.2,3.48,0.0,0.0,0.0
7.5,4.56,0.0,0.0,0.0
5.7,5.52,0.0,0.0,0.0
13.2,6.84,0.0,0.0,0.0
8.2,4.2,0.0,0.0,0.0
6.3,2.28,0.0,0.0,0.0
10.2,3.84,0.0,0.0,0.0
9.3,5.4,0.0,0.0,0.0
10.3,2.76,0.0,0.0,0.0
10.8,4.8,0.0,0.0,0.0
12.5,3.6,0.0,0.0,0.0
8.7,5.28,0.0,0.0,0.0
11.8,1.08,0.0,0.0,0.0
10.1,0.96,0.0,0.0,0.0
10.1,1.2,0.0,0.0,0.0
9.1,1.44,0.0,0.0,0.0
4.0,0.6,0.0,0.0,0.0
5.0,2.88,0.0,0.0,0.0
4.3,0.96,0.0,0.0,0.0
3.3,0.72,0.0,0.0,0.0
7.0,0.36,0.0,0.0,0.0
3.5,0.36,0.0,0.0,0.0
3.8,1.44,0.0,0.0,0.0
3.8,6.6,0.0,0.0,0.0
4.3,3.0,0.0,0.0,0.0
4.2,5.88,0.0,0.0,0.0
3.9,7.2,0.0,0.0,0.0
5.0,9.6,0.0,0.0,0.0
7.7,6.84,0.0,0.0,0.0
7.9,7.56,0.0,0.0,0.0
10.0,1.44,0.64,0.0,0.0
5.0,4.2,0.01,0.0,0.0
