non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
2.38,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
2.37,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
3.27,0.0,0.0,0.0,0.0
6.41,0.0,0.0,0.0,0.0
6.88,0.0,0.0,0.0,0.0
7.78,2.54,0.0,0.0,0.0
9.13,2.48,0.0,0.0,0.0
10.47,2.48,0.0,0.0,0.0
12.72,1.66,0.0,0.0,0.0
14.07,11.92,1.02,0.0,0.0
13.17,9.93,3.1,0.0,0.0
12.27,16.22,2.29,0.0,0.0
11.37,15.24,1.33,0.0,0.0
11.37,4.14,0.5,0.0,0.0
12.72,4.14,0.0,0.0,0.0
12.72,3.81,0.0,0.0,0.0
11.82,2.64,0.0,0.0,0.0
10.92,1.66,0.0,0.0,0.0
10.02,6.62,0.0,0.0,0.0
9.13,6.95,0.0,0.0,0.0
5.08,7.12,0.0,0.0,0.0
2.38,0.0,0.0,0.0,0.0
2.38,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
2.37,0.0,0.0,0.0,0.0
1.92,0.0,0.02,0.0,0.0
3.27,0.0,0.0,0.0,0.0
6.43,0.0,0.0,0.0,0.0
6.88,2.55,0.0,0.0,0.0
7.78,2.48,0.0,0.0,0.0
9.13,5.47,0.0,0.0,0.0
10.47,2.15,0.0,0.0,0.0
12.72,1.65,0.0,0.0,0.0
14.07,11.93,0.77,0.0,0.0
13.17,5.14,0.66,0.0,0.0
12.27,16.24,0.61,0.0,0.0
11.37,15.25,0.51,0.0,0.0
11.37,3.65,0.06,0.0,0.0
12.72,5.13,0.0,0.0,0.0
12.72,3.81,0.0,0.0,0.0
11.82,2.65,0.0,0.0,0.0
10.92,1.66,0.0,0.0,0.0
10.02,6.63,0.0,0.0,0.0
9.13,6.96,0.0,0.0,0.0
5.08,7.13,0.0,0.0,0.0
2.38,2.49,0.0,0.0,0.0
2.38,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
2.37,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
3.27,0.0,0.0,0.0,0.0
6.43,0.0,0.0,0.0,0.0
6.88,2.53,0.0,0.0,0.0
7.78,2.49,0.0,0.0,0.0
9.13,5.47,0.0,0.0,0.0
10.47,2.15,0.0,0.0,0.0
12.72,1.66,0.0,0.0,0.0
14.07,11.94,0.0,0.0,0.0
13.17,5.14,0.0,0.0,0.0
12.27,16.26,0.0,0.0,0.0
11.37,15.26,0.0,0.0,0.0
11.37,3.65,0.0,0.0,0.0
12.72,5.14,0.0,0.0,0.0
12.72,3.82,0.0,0.0,0.0
11.82,2.65,0.0,0.0,0.0
10.92,1.66,0.0,0.0,0.0
10.02,6.63,0.0,0.0,0.0
9.13,6.96,0.0,0.0,0.0
5.08,7.13,0.0,0.0,0.0
2.38,2.49,0.0,0.0,0.0
2.38,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
2.37,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
3.27,0.0,0.0,0.0,0.0
6.41,0.0,0.0,0.0,0.0
6.88,0.0,0.0,0.0,0.0
7.78,2.54,0.0,0.0,0.0
9.13,2.48,0.0,0.0,0.0
10.47,2.49,0.0,0.0,0.0
12.72,1.66,0.0,0.0,0.0
14.07,11.95,0.0,0.0,0.0
13.17,9.96,0.0,0.0,0.0
12.27,16.28,0.24,0.0,0.0
11.37,15.28,1.23,0.0,0.0
11.37,4.15,0.87,0.0,0.0
12.72,4.15,0.01,0.0,0.0
12.72,3.81,0.0,0.0,0.0
11.82,2.66,0.0,0.0,0.0
10.92,1.65,0.0,0.0,0.0
10.02,6.64,0.0,0.0,0.0
9.13,6.97,0.0,0.0,0.0
5.08,7.14,0.0,0.0,0.0
2.38,0.0,0.0,0.0,0.0
2.38,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
2.37,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
3.27,0.0,0.0,0.0,0.0
6.41,0.0,0.0,0.0,0.0
6.88,0.0,0.0,0.0,0.0
7.78,2.55,0.0,0.0,0.0
9.13,2.49,0.0,0.0,0.0
10.47,2.49,0.0,0.0,0.0
12.72,1.67,0.0,0.0,0.0
14.07,11.96,3.11,0.0,0.0
13.17,9.97,4.83,0.0,0.0
12.27,16.29,5.96,0.0,0.0
11.37,15.3,7.28,0.0,0.0
11.37,4.15,7.85,0.0,0.0
12.72,4.15,7.19,0.0,0.0
12.72,3.82,3.82,0.0,0.0
11.82,2.65,0.51,0.0,0.0
10.92,1.67,0.06,0.0,0.0
10.02,6.64,0.0,0.0,0.0
9.13,6.98,0.0,0.0,0.0
5.08,7.14,0.0,0.0,0.0
2.38,0.0,0.0,0.0,0.0
2.38,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
2.37,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
3.27,0.0,0.0,0.0,0.0
6.43,0.0,0.0,0.0,0.0
6.88,2.55,0.0,0.0,0.0
7.78,2.49,0.0,0.0,0.0
9.13,5.49,0.0,0.0,0.0
10.47,2.16,0.0,0.0,0.0
12.72,1.66,0.0,0.0,0.0
14.07,11.98,0.0,0.0,0.0
13.17,5.15,0.0,0.0,0.0
12.27,16.3,0.0,0.0,0.0
11.37,15.31,0.0,0.0,0.0
11.37,3.66,0.0,0.0,0.0
12.72,5.15,0.0,0.0,0.0
12.72,3.83,0.0,0.0,0.0
11.82,2.66,0.0,0.0,0.0
10.92,1.66,0.0,0.0,0.0
10.02,6.65,0.0,0.0,0.0
9.13,6.98,0.0,0.0,0.0
5.08,7.15,0.0,0.0,0.0
2.38,2.49,0.0,0.0,0.0
2.38,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
2.37,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
3.27,0.0,0.0,0.0,0.0
6.43,0.0,0.0,0.0,0.0
6.88,2.53,0.0,0.0,0.0
7.78,2.5,0.0,0.0,0.0
9.13,5.49,0.0,0.0,0.0
10.47,2.16,0.0,0.0,0.0
12.72,1.66,0.0,0.0,0.0
14.07,11.98,0.0,0.0,0.0
13.17,5.16,0.0,0.0,0.0
12.27,16.32,0.0,0.0,0.0
11.37,15.31,0.0,0.0,0.0
11.37,3.67,0.0,0.0,0.0
12.72,5.15,0.0,0.0,0.0
12.72,3.83,0.0,0.0,0.0
11.82,2.66,0.0,0.0,0.0
10.92,1.66,0.0,0.0,0.0
10.02,6.66,0.0,0.0,0.0
9.13,6.99,0.0,0.0,0.0
5.08,7.16,0.0,0.0,0.0
2.38,2.5,0.0,0.0,0.0
2.38,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
2.37,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
3.27,0.0,0.0,0.0,0.0
6.43,0.0,0.0,0.0,0.0
6.88,2.53,0.0,0.0,0.0
7.78,2.5,0.0,0.0,0.0
9.13,5.49,0.0,0.0,0.0
10.47,2.16,0.0,0.0,0.0
12.72,1.66,0.0,0.0,0.0
14.07,11.99,0.0,0.0,0.0
13.17,5.17,0.0,0.0,0.0
12.27,16.32,0.0,0.0,0.0
11.37,15.32,0.0,0.0,0.0
11.37,3.67,0.0,0.0,0.0
12.72,5.16,0.0,0.0,0.0
12.72,3.83,0.0,0.0,0.0
11.82,2.66,0.0,0.0,0.0
10.92,1.67,0.0,0.0,0.0
10.02,6.66,0.0,0.0,0.0
9.13,6.99,0.0,0.0,0.0
5.08,7.16,0.0,0.0,0.0
2.38,2.5,0.0,0.0,0.0
2.38,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
2.37,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
3.27,0.0,0.0,0.0,0.0
6.43,0.0,0.0,0.0,0.0
6.88,2.54,0.0,0.0,0.0
7.78,2.5,0.0,0.0,0.0
9.13,5.5,0.0,0.0,0.0
10.47,2.17,0.0,0.0,0.0
12.72,1.67,0.0,0.0,0.0
14.07,12.0,1.19,0.0,0.0
13.17,5.17,2.64,0.0,0.0
12.27,16.34,3.02,0.0,0.0
11.37,15.33,3.01,0.0,0.0
11.37,3.67,2.52,0.0,0.0
12.72,5.16,1.72,0.0,0.0
12.72,3.84,0.68,0.0,0.0
11.82,2.66,0.02,0.0,0.0
10.92,1.67,0.0,0.0,0.0
10.02,6.67,0.0,0.0,0.0
9.13,7.0,0.0,0.0,0.0
5.08,7.17,0.0,0.0,0.0
2.38,2.5,0.0,0.0,0.0
2.38,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
2.37,0.0,0.0,0.0,0.0
1.92,0.0,0.0,0.0,0.0
3.27,0.0,0.0,0.0,0.0
6.43,0.0,0.0,0.0,0.0
6.88,2.54,0.0,0.0,0.0
7.78,2.5,0.0,0.0,0.0
