non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.51,0.0,28.2155
2.46,0,0.44,0.0,45.8566
6.27,0,0.0,0.0,74.4313
8.06,0,0.0,0.0,144.55
8.06,0,0.0,0.0,148.719
8.06,0,0.0,0.0,96.634
8.06,0,0.0,0.0,53.573
8.06,0,0.0,0.0,30.8986
8.06,0,0.0,0.0,9.70243
5.37,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
1.45,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.35,0.0,0.0
1.45,0,0.66,0.0,45.0112
5.37,0,0.0,0.0,113.45
8.06,0,0.0,0.0,174.733
8.06,0,0.0,0.0,233.711
8.06,0,0.0,0.0,244.996
8.06,0,0.0,0.0,232.412
8.06,0,0.0,0.0,185.682
8.06,0,0.0,0.0,116.802
8.06,0,0.0,0.0,25.4838
8.06,0,0.0,0.0,0.0
8.06,0,0.0,0.0,0.0
8.06,0,0.0,0.0,0.0
5.37,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
1.45,0,0.0,0.0,0.0
1.45,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.23,0.0,0.0
1.45,0,0.0,0.0,148.982
5.37,0,0.0,0.0,209.928
8.06,0,0.0,0.0,298.434
8.06,0,0.0,0.0,312.11
8.06,0,0.0,0.0,332.16900000000004
8.06,0,0.0,0.0,360.719
8.06,0,0.0,0.0,362.224
8.06,0,0.0,0.0,265.818
8.06,0,0.0,0.0,89.0051
8.06,0,0.0,0.0,0.0
8.06,0,0.0,0.0,0.0
8.06,0,0.0,0.0,0.0
5.37,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
1.45,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.23,0.0,0.0
1.45,0,0.0,0.0,167.06099999999998
5.37,0,0.0,0.0,239.717
8.06,0,0.0,0.0,274.493
8.06,0,0.0,0.0,254.904
8.06,0,0.0,0.0,276.91200000000003
8.06,0,0.0,0.0,247.426
8.06,0,0.0,0.0,205.656
8.06,0,0.0,0.0,115.319
8.06,0,0.0,0.0,19.8617
8.06,0,0.0,0.0,0.0
5.37,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.47,0.0,35.0533
2.46,0,0.43,0.0,83.3007
6.27,0,0.0,0.0,133.474
8.06,0,0.0,0.0,161.289
8.06,0,0.0,0.0,205.484
8.06,0,0.0,0.0,208.856
8.06,0,0.0,0.0,162.253
8.06,0,0.0,0.0,119.52
8.06,0,0.0,0.0,23.3456
5.37,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
1.45,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.41,0.0,0.0
1.45,0,0.49,0.0,94.531
5.37,0,0.0,0.0,180.835
8.06,0,0.0,0.0,242.911
8.06,0,0.0,0.0,319.648
8.06,0,0.0,0.0,316.014
8.06,0,0.0,0.0,295.067
8.06,0,0.0,0.0,234.592
8.06,0,0.0,0.0,142.415
8.06,0,0.0,0.0,39.7412
8.06,0,0.0,0.0,0.0
8.06,0,0.0,0.0,0.0
8.06,0,0.0,0.0,0.0
5.37,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
1.45,0,0.0,0.0,0.0
0.44,0,0.22,0.0,0.0
0.44,0,0.06,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.44,0.0,0.0
1.45,0,0.09,0.0,166.44799999999998
5.37,0,0.0,0.0,240.656
8.06,0,0.0,0.0,277.92
8.06,0,0.0,0.0,283.128
8.06,0,0.0,0.0,364.434
8.06,0,0.0,0.0,388.746
8.06,0,0.0,0.0,386.071
8.06,0,0.0,0.0,271.03700000000003
8.06,0,0.0,0.0,110.073
8.06,0,0.0,0.0,11.1155
8.06,0,0.0,0.0,0.0
8.06,0,0.0,0.0,0.0
5.37,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
1.45,0,0.0,0.0,0.0
0.44,0,0.27,0.0,0.0
0.44,0,0.02,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.32,0.0,0.0
1.45,0,0.0,0.0,200.418
5.37,0,0.0,0.0,320.081
8.06,0,0.0,0.0,426.219
8.06,0,0.0,0.0,500.591
8.06,0,0.0,0.0,501.666
8.06,0,0.0,0.0,451.27
8.06,0,0.0,0.0,362.457
8.06,0,0.0,0.0,245.231
8.06,0,0.0,0.0,91.2449
8.06,0,0.0,0.0,7.0029
8.06,0,0.0,0.0,0.0
8.06,0,0.0,0.0,0.0
5.37,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
1.45,0,0.0,0.0,0.0
0.44,0,0.05,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.24,0.0,0.0
1.45,0,0.0,0.0,167.68900000000002
5.37,0,0.0,0.0,288.769
8.06,0,0.0,0.0,391.802
8.06,0,0.0,0.0,448.004
8.06,0,0.0,0.0,439.261
8.06,0,0.0,0.0,352.374
8.06,0,0.0,0.0,269.528
8.06,0,0.0,0.0,130.529
8.06,0,0.0,0.0,33.8496
8.06,0,0.0,0.0,0.0
8.06,0,0.0,0.0,0.0
8.06,0,0.0,0.0,0.0
5.37,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
1.45,0,0.0,0.0,0.0
1.45,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.31,0.0,0.0
1.45,0,0.0,0.0,27.818
5.37,0,0.0,0.0,56.07899999999999
8.06,0,0.0,0.0,97.5963
8.06,0,0.0,0.0,140.04
8.06,0,0.0,0.0,142.52
8.06,0,0.0,0.0,137.034
8.06,0,0.0,0.0,96.0527
8.06,0,0.0,0.0,38.9878
8.06,0,0.0,0.0,13.4343
8.06,0,0.0,0.0,0.0
8.06,0,0.0,0.0,0.0
8.06,0,0.0,0.0,0.0
5.37,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
2.35,0,0.0,0.0,0.0
1.45,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.0,0.0,0.0
0.44,0,0.48,0.0,0.0
1.45,0,0.95,0.0,82.4008
5.37,0,0.0,0.0,191.76
8.06,0,0.0,0.0,301.812
8.06,0,2.39,0.0,389.392
8.06,0,3.15,0.0,423.52
8.06,0,3.37,0.0,420.11800000000005
8.06,0,0.68,0.0,349.641
8.06,0,0.0,0.0,256.485
8.06,0,0.0,0.0,110.496
8.06,0,0.0,0.0,7.6067
