non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
11.7,3.0,1.61,0.0,0.0
7.2,3.36,0.47,0.0,0.0
8.1,0.36,0.58,0.0,0.0
12.4,0.12,1.19,0.0,0.0
8.6,0.0,0.59,0.0,0.0
7.1,1.92,0.42,0.0,0.0
10.0,4.08,0.87,0.0,0.0
13.2,14.76,1.51,0.0,0.0
13.2,22.08,1.3,0.0,28.2155
12.3,7.08,1.23,0.0,45.8566
15.1,9.84,2.23,0.0,74.4313
10.3,20.64,1.97,0.0,144.55
10.8,7.8,2.62,0.0,148.719
10.5,0.84,2.45,0.0,96.634
15.3,0.6,3.32,0.0,53.573
12.4,0.72,2.64,0.0,30.8986
15.2,1.56,3.18,0.0,9.70243
14.8,2.16,3.01,0.0,0.0
13.1,0.36,2.71,0.0,0.0
14.9,0.72,3.4,0.0,0.0
17.0,3.36,4.56,0.0,0.0
14.4,8.88,3.8,0.0,0.0
13.9,1.8,3.47,0.0,0.0
9.4,0.36,1.99,0.0,0.0
10.7,0.36,2.41,0.0,0.0
14.2,0.48,3.51,0.0,0.0
10.4,0.12,2.39,0.0,0.0
9.2,0.0,2.18,0.0,0.0
9.7,0.0,2.33,0.0,0.0
7.4,0.0,1.71,0.0,0.0
10.5,3.72,2.41,0.0,0.0
11.7,19.2,2.75,0.0,0.0
12.5,6.6,2.63,0.0,45.0112
13.7,5.52,3.05,0.0,113.45
11.7,27.6,2.73,0.0,174.733
13.1,7.2,3.37,0.0,233.711
11.6,14.52,2.83,0.0,244.996
11.2,5.16,2.65,0.0,232.412
13.0,2.52,3.14,0.0,185.682
9.7,3.12,1.67,0.0,116.802
13.1,2.52,1.69,0.0,25.4838
12.6,1.32,1.41,0.0,0.0
14.9,0.72,1.77,0.0,0.0
18.6,4.68,2.12,0.0,0.0
15.7,4.92,1.19,0.0,0.0
15.6,1.32,0.86,0.0,0.0
9.9,3.36,0.08,0.0,0.0
14.3,3.84,0.27,0.0,0.0
16.3,0.6,0.36,0.0,0.0
12.6,0.48,0.03,0.0,0.0
9.8,0.72,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0
8.8,0.12,0.0,0.0,0.0
7.5,6.12,0.0,0.0,0.0
10.7,9.72,0.0,0.0,0.0
14.1,18.0,0.0,0.0,0.0
11.7,16.68,0.0,0.0,148.982
11.5,14.88,0.0,0.0,209.928
12.6,8.28,0.0,0.0,298.434
10.4,15.36,0.0,0.0,312.11
16.0,9.36,0.42,0.0,332.16900000000004
13.0,5.4,0.64,0.0,360.719
13.8,0.72,1.24,0.0,362.224
11.2,0.48,1.04,0.0,265.818
12.2,0.36,0.77,0.0,89.0051
9.8,3.96,0.06,0.0,0.0
13.3,2.28,0.45,0.0,0.0
15.3,0.36,0.61,0.0,0.0
15.8,0.36,0.46,0.0,0.0
12.9,4.8,0.13,0.0,0.0
15.4,1.32,0.28,0.0,0.0
12.2,0.24,0.07,0.0,0.0
11.6,0.6,0.0,0.0,0.0
8.7,0.36,0.0,0.0,0.0
7.1,0.24,0.0,0.0,0.0
6.7,2.4,0.0,0.0,0.0
11.3,0.0,0.0,0.0,0.0
7.8,2.28,0.0,0.0,0.0
10.8,0.12,0.0,0.0,0.0
13.1,10.92,0.02,0.0,0.0
10.7,9.48,0.02,0.0,167.06099999999998
12.1,25.2,0.21,0.0,239.717
15.4,9.24,0.98,0.0,274.493
12.2,18.6,1.02,0.0,254.904
12.1,9.96,1.63,0.0,276.91200000000003
10.4,2.16,1.76,0.0,247.426
13.7,2.88,2.84,0.0,205.656
13.5,4.44,2.81,0.0,115.319
11.9,3.0,2.05,0.0,19.8617
14.6,4.32,2.41,0.0,0.0
15.4,1.32,2.76,0.0,0.0
15.0,1.8,2.61,0.0,0.0
15.7,1.56,2.75,0.0,0.0
17.2,2.28,3.36,0.0,0.0
16.9,0.6,3.36,0.0,0.0
10.9,1.2,1.65,0.0,0.0
10.8,6.36,1.45,0.0,0.0
9.6,7.44,1.48,0.0,0.0
10.2,0.36,1.85,0.0,0.0
8.3,1.08,1.45,0.0,0.0
9.9,0.0,1.77,0.0,0.0
10.6,0.24,1.92,0.0,0.0
11.9,2.64,2.19,0.0,0.0
12.9,1.2,2.46,0.0,0.0
13.2,11.04,2.44,0.0,35.0533
11.1,0.96,2.29,0.0,83.3007
11.3,17.52,2.68,0.0,133.474
10.9,2.88,3.29,0.0,161.289
17.9,13.32,8.19,0.0,205.484
21.7,2.28,14.21,0.0,208.856
12.1,4.08,8.69,0.0,162.253
13.4,4.68,10.8,0.0,119.52
17.2,0.84,14.27,0.0,23.3456
16.2,1.8,10.04,0.0,0.0
16.6,1.8,8.36,0.0,0.0
20.6,0.84,9.57,0.0,0.0
17.9,1.08,4.29,0.0,0.0
16.8,3.96,2.41,0.0,0.0
13.5,0.84,1.18,0.0,0.0
10.9,1.92,0.44,0.0,0.0
10.7,2.16,0.25,0.0,0.0
10.5,0.12,0.06,0.0,0.0
8.9,0.12,0.0,0.0,0.0
