non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
9.8,0.0,0.0,0.0,0.0
10.41,0.0,0.0,0.0,0.0
10.39,0.0,0.0,0.0,0.0
10.33,0.0,0.0,0.0,0.0
9.41,0.0,0.0,0.0,0.0
9.74,0.0,0.0,0.0,0.0
11.2,0.38,0.0,0.0,0.0
10.56,0.38,0.0,0.0,0.0
11.82,0.38,0.0,0.0,28.2155
13.14,0.38,0.0,0.0,45.8566
11.52,0.38,0.0,0.0,74.4313
11.64,0.57,0.0,0.0,144.55
12.1,0.57,0.0,0.0,148.719
13.33,0.85,0.0,0.0,96.634
13.29,0.57,0.0,0.0,53.573
13.28,0.38,0.0,0.0,30.8986
13.53,0.38,0.0,0.0,9.70243
12.05,0.38,0.0,0.0,0.0
8.78,0.0,0.0,0.0,0.0
7.94,0.0,0.0,0.0,0.0
8.09,0.0,0.0,0.0,0.0
8.22,0.0,0.0,0.0,0.0
9.46,0.0,0.0,0.0,0.0
8.85,0.0,0.0,0.0,0.0
12.7,0.0,0.0,0.0,0.0
11.71,0.0,0.0,0.0,0.0
12.37,0.0,0.0,0.0,0.0
13.18,0.0,0.0,0.0,0.0
11.83,0.0,0.0,0.0,0.0
10.52,0.0,0.0,0.0,0.0
12.39,0.66,10.69,0.0,0.0
21.56,1.8,17.55,0.0,0.0
51.77,3.32,19.58,0.0,45.0112
43.15,3.6,19.23,0.0,113.45
46.88,3.7,20.54,0.0,174.733
43.67,4.42,13.97,0.0,233.711
45.51,5.28,9.26,0.0,244.996
46.45,5.0,8.57,0.0,232.412
47.56,3.15,7.24,0.0,185.682
46.58,3.05,0.89,0.0,116.802
49.93,4.07,0.0,0.0,25.4838
37.36,2.41,0.0,0.0,0.0
20.88,1.94,0.0,0.0,0.0
18.3,1.4,0.0,0.0,0.0
17.41,1.56,0.0,0.0,0.0
15.07,0.74,0.0,0.0,0.0
16.94,0.47,0.0,0.0,0.0
14.75,0.47,0.0,0.0,0.0
13.43,0.0,0.0,0.0,0.0
13.09,0.0,0.0,0.0,0.0
14.17,0.0,0.0,0.0,0.0
15.24,0.0,0.0,0.0,0.0
15.46,0.0,0.0,0.0,0.0
15.46,0.0,0.0,0.0,0.0
19.16,0.66,0.0,0.0,0.0
33.26,1.8,0.0,0.0,0.0
70.91,3.32,0.0,0.0,148.982
60.44,3.61,0.0,0.0,209.928
58.02,3.7,0.0,0.0,298.434
58.45,4.38,0.0,0.0,312.11
61.69,5.28,0.0,0.0,332.16900000000004
61.87,5.0,0.0,0.0,360.719
58.02,3.15,0.0,0.0,362.224
54.22,3.06,0.0,0.0,265.818
55.24,4.08,0.0,0.0,89.0051
42.41,2.41,0.0,0.0,0.0
20.23,1.95,0.0,0.0,0.0
17.43,1.38,0.0,0.0,0.0
18.23,1.56,0.0,0.0,0.0
15.68,0.76,0.0,0.0,0.0
13.66,0.47,0.0,0.0,0.0
16.16,0.47,0.0,0.0,0.0
10.51,0.0,0.0,0.0,0.0
10.76,0.0,0.0,0.0,0.0
9.71,0.0,0.0,0.0,0.0
9.9,0.0,0.0,0.0,0.0
9.67,0.0,0.0,0.0,0.0
10.16,0.0,0.0,0.0,0.0
17.12,0.67,0.0,0.0,0.0
20.97,1.05,0.0,0.0,0.0
24.89,1.43,0.0,0.0,167.06099999999998
27.61,2.0,0.0,0.0,239.717
28.77,1.81,0.0,0.0,274.493
30.59,2.19,0.0,0.0,254.904
23.95,1.9,0.0,0.0,276.91200000000003
19.16,1.81,4.46,0.0,247.426
15.18,1.43,16.37,0.0,205.656
15.07,1.24,18.28,0.0,115.319
15.99,1.33,8.73,0.0,19.8617
14.12,0.67,0.42,0.0,0.0
12.8,0.67,0.0,0.0,0.0
10.68,0.0,0.0,0.0,0.0
9.61,0.0,0.0,0.0,0.0
10.49,0.0,0.0,0.0,0.0
11.36,0.0,0.0,0.0,0.0
10.3,0.0,0.0,0.0,0.0
9.63,0.0,0.0,0.0,0.0
9.19,0.0,0.0,0.0,0.0
8.44,0.0,0.0,0.0,0.0
8.65,0.0,0.0,0.0,0.0
9.85,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0
11.95,0.38,0.0,0.0,0.0
12.17,0.38,0.0,0.0,0.0
12.34,0.38,0.0,0.0,35.0533
11.09,0.38,0.0,0.0,83.3007
10.99,0.38,0.0,0.0,133.474
11.73,0.57,0.0,0.0,161.289
12.65,0.57,0.0,0.0,205.484
11.03,0.86,0.0,0.0,208.856
12.25,0.57,0.0,0.0,162.253
13.06,0.38,0.0,0.0,119.52
12.23,0.38,0.0,0.0,23.3456
12.5,0.38,0.0,0.0,0.0
10.59,0.0,0.0,0.0,0.0
11.21,0.0,0.0,0.0,0.0
11.11,0.0,0.0,0.0,0.0
10.62,0.0,0.0,0.0,0.0
10.64,0.0,0.0,0.0,0.0
10.71,0.0,0.0,0.0,0.0
12.74,0.0,0.0,0.0,0.0
12.23,0.0,0.0,0.0,0.0
11.63,0.0,0.0,0.0,0.0
11.52,0.0,0.0,0.0,0.0
12.33,0.0,0.0,0.0,0.0
12.83,0.0,0.0,0.0,0.0
17.35,0.67,0.0,0.0,0.0
31.3,1.81,0.0,0.0,0.0
62.48,3.33,0.0,0.0,94.531
48.24,3.62,0.0,0.0,180.835
41.81,3.71,0.0,0.0,242.911
47.97,4.43,0.0,0.0,319.648
54.02,5.3,0.0,0.0,316.014
51.9,5.02,0.0,0.0,295.067
51.51,3.16,0.0,0.0,234.592
53.89,3.06,0.0,0.0,142.415
58.6,4.09,0.0,0.0,39.7412
46.75,2.42,0.0,0.0,0.0
21.53,1.95,0.0,0.0,0.0
18.82,1.39,0.0,0.0,0.0
19.1,1.56,0.0,0.0,0.0
16.44,0.76,0.0,0.0,0.0
17.41,0.48,0.0,0.0,0.0
18.76,0.48,0.0,0.0,0.0
15.46,0.0,0.0,0.0,0.0
15.46,0.0,0.0,0.0,0.0
15.32,0.0,0.0,0.0,0.0
15.46,0.0,0.0,0.0,0.0
15.29,0.0,0.0,0.0,0.0
15.46,0.0,0.0,0.0,0.0
18.2,0.67,0.0,0.0,0.0
27.97,1.81,0.0,0.0,0.0
60.99,3.33,0.0,0.0,166.44799999999998
52.18,3.62,0.0,0.0,240.656
51.22,3.72,0.0,0.0,277.92
52.89,4.42,0.0,0.0,283.128
57.27,5.3,0.0,0.0,364.434
53.84,5.02,0.0,0.0,388.746
44.67,3.16,0.0,0.0,386.071
49.06,3.07,0.0,0.0,271.03700000000003
49.35,4.09,0.0,0.0,110.073
41.89,2.43,0.0,0.0,11.1155
18.45,1.94,0.0,0.0,0.0
14.86,1.41,0.0,0.0,0.0
15.1,1.58,0.0,0.0,0.0
14.41,0.74,0.0,0.0,0.0
16.26,0.48,0.0,0.0,0.0
14.76,0.48,0.0,0.0,0.0
12.76,0.0,0.0,0.0,0.0
13.7,0.0,0.0,0.0,0.0
12.28,0.0,0.0,0.0,0.0
13.01,0.0,0.0,0.0,0.0
13.99,0.0,0.0,0.0,0.0
12.5,0.0,0.0,0.0,0.0
16.05,0.67,0.0,0.0,0.0
27.34,1.81,0.0,0.0,0.0
55.94,3.34,0.0,0.0,200.418
49.86,3.62,0.0,0.0,320.081
52.43,3.72,0.0,0.0,426.219
55.4,4.4,0.0,0.0,500.591
49.29,5.3,0.0,0.0,501.666
47.88,5.03,0.0,0.0,451.27
48.44,3.16,0.0,0.0,362.457
49.15,3.07,0.0,0.0,245.231
48.17,4.09,0.0,0.0,91.2449
39.11,2.42,0.0,0.0,7.0029
20.69,1.96,0.0,0.0,0.0
15.95,1.38,0.0,0.0,0.0
16.08,1.58,0.0,0.0,0.0
14.46,0.76,0.0,0.0,0.0
13.48,0.48,0.0,0.0,0.0
15.76,0.48,0.0,0.0,0.0
13.86,0.0,0.0,0.0,0.0
14.9,0.0,0.0,0.0,0.0
14.72,0.0,0.0,0.0,0.0
15.46,0.0,0.0,0.0,0.0
15.46,0.0,0.0,0.0,0.0
15.12,0.0,0.0,0.0,0.0
19.16,0.67,0.0,0.0,0.0
33.26,1.81,0.0,0.0,0.0
66.16,3.34,0.0,0.0,167.68900000000002
60.22,3.63,0.0,0.0,288.769
58.02,3.72,5.5,0.0,391.802
55.66,4.42,20.69,0.0,448.004
58.66,5.31,31.9,0.0,439.261
58.74,5.02,36.14,0.0,352.374
53.54,3.17,35.58,0.0,269.528
56.41,3.07,32.21,0.0,130.529
58.79,4.09,23.49,0.0,33.8496
44.44,2.43,13.02,0.0,0.0
21.98,1.95,7.99,0.0,0.0
18.08,1.41,5.24,0.0,0.0
19.22,1.57,1.0,0.0,0.0
16.43,0.74,0.0,0.0,0.0
14.3,0.48,0.0,0.0,0.0
13.18,0.48,0.0,0.0,0.0
12.35,0.0,0.0,0.0,0.0
11.18,0.0,0.0,0.0,0.0
12.78,0.0,0.0,0.0,0.0
