non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
18.6,0.96,5.69,0.0,0.0
16.0,0.48,3.26,0.0,0.0
14.8,0.24,2.69,0.0,0.0
14.5,0.24,2.39,0.0,0.0
16.2,1.44,3.21,0.0,0.0
12.8,2.52,1.63,0.0,0.0
15.7,5.4,3.07,0.0,0.0
15.0,15.0,2.63,0.0,0.0
13.7,2.88,1.44,0.0,0.0
15.0,3.96,2.23,0.0,0.0
18.2,5.64,4.65,0.0,0.0
16.7,3.12,5.56,0.0,0.0
16.1,3.72,6.76,0.0,0.0
15.3,1.44,5.83,0.0,0.0
9.1,0.96,1.86,0.0,0.0
14.0,0.84,4.33,0.0,0.0
15.8,5.88,5.19,0.0,0.0
12.1,6.36,3.0,0.0,0.0
15.8,9.48,5.61,0.0,0.0
22.1,3.96,10.84,0.0,0.0
22.8,2.76,12.06,0.0,0.0
15.7,7.08,6.69,0.0,0.0
23.3,2.04,13.6,0.0,0.0
18.7,1.08,8.61,0.0,0.0
14.1,0.36,5.24,0.0,0.0
11.2,0.6,3.79,0.0,0.0
16.9,0.36,7.76,0.0,0.0
11.2,0.48,3.74,0.0,0.0
11.5,0.12,3.96,0.0,0.0
13.0,2.28,4.57,0.0,0.0
15.9,1.56,6.52,0.0,0.0
10.9,19.8,3.54,0.0,0.0
12.4,4.44,3.9,0.0,0.0
13.4,1.56,4.84,0.0,0.0
13.5,6.48,5.56,0.0,0.0
18.0,1.08,9.15,0.0,0.0
8.9,4.2,2.77,0.0,0.0
13.6,1.08,5.69,0.0,0.0
14.1,3.24,5.77,0.0,0.0
11.8,1.2,3.03,0.0,0.0
14.2,2.52,2.81,0.0,0.0
15.5,2.4,2.99,0.0,0.0
18.0,3.24,4.07,0.0,0.0
19.9,5.52,4.34,0.0,0.0
19.2,5.28,3.31,0.0,0.0
18.2,9.72,2.27,0.0,0.0
19.7,1.8,1.42,0.0,0.0
17.7,1.32,0.69,0.0,0.0
15.1,0.36,0.33,0.0,0.0
14.9,0.6,0.18,0.0,0.0
15.8,1.32,0.16,0.0,0.0
17.5,0.6,0.18,0.0,0.0
13.7,1.68,0.0,0.0,0.0
14.7,2.88,0.0,0.0,0.0
19.0,8.4,0.04,0.0,0.0
12.7,8.64,0.0,0.0,0.0
15.3,5.88,0.0,0.0,0.0
15.7,0.96,0.0,0.0,0.0
17.6,2.52,0.17,0.0,0.0
19.0,4.68,0.36,0.0,0.0
13.2,2.4,0.11,0.0,0.0
9.9,0.96,0.04,0.0,0.0
11.0,0.84,0.2,0.0,0.0
11.5,8.52,0.22,0.0,0.0
12.9,2.52,0.17,0.0,0.0
19.6,4.2,0.48,0.0,0.0
18.8,3.48,0.51,0.0,0.0
20.0,3.48,0.74,0.0,0.0
19.0,1.92,0.45,0.0,0.0
21.2,1.8,0.73,0.0,0.0
17.6,1.44,0.27,0.0,0.0
17.4,1.44,0.24,0.0,0.0
14.1,0.48,0.0,0.0,0.0
14.2,0.6,0.0,0.0,0.0
18.3,0.48,0.06,0.0,0.0
15.0,0.72,0.0,0.0,0.0
15.0,0.24,0.0,0.0,0.0
17.0,0.84,0.0,0.0,0.0
16.9,2.04,0.03,0.0,0.0
15.7,5.76,0.14,0.0,0.0
15.1,3.36,0.19,0.0,0.0
15.3,7.2,0.41,0.0,0.0
17.1,15.72,0.94,0.0,0.0
17.4,4.56,1.82,0.0,0.0
19.6,9.72,3.95,0.0,0.0
19.2,2.52,5.21,0.0,0.0
16.1,4.56,4.85,0.0,0.0
15.4,8.76,4.57,0.0,0.0
9.1,11.16,0.86,0.0,0.0
17.3,21.96,4.4,0.0,0.0
19.2,5.64,6.09,0.0,0.0
18.1,6.12,5.48,0.0,0.0
18.7,4.2,6.04,0.0,0.0
19.3,2.76,7.14,0.0,0.0
21.3,3.36,9.06,0.0,0.0
19.2,0.84,6.53,0.0,0.0
17.7,0.84,4.89,0.0,0.0
13.8,0.96,3.41,0.0,0.0
14.4,0.84,4.22,0.0,0.0
15.4,0.36,4.84,0.0,0.0
9.9,0.12,1.81,0.0,0.0
17.9,0.36,6.21,0.0,0.0
16.7,2.28,5.43,0.0,0.0
17.1,5.88,5.95,0.0,0.0
9.0,3.48,1.23,0.0,0.0
9.0,6.36,1.8,0.0,0.0
19.2,21.72,9.07,0.0,0.0
15.7,8.88,8.53,0.0,0.0
16.1,4.08,10.96,0.0,0.0
15.4,14.52,12.54,0.0,0.0
12.7,3.48,11.71,0.0,0.0
13.6,7.32,13.12,0.0,0.0
15.9,7.8,14.47,0.0,0.0
15.9,10.92,11.87,0.0,0.0
16.4,7.2,10.7,0.0,0.0
22.9,7.68,15.88,0.0,0.0
19.0,6.24,7.71,0.0,0.0
17.9,11.04,4.95,0.0,0.0
15.0,3.96,2.39,0.0,0.0
17.0,2.28,2.06,0.0,0.0
15.6,0.6,0.76,0.0,0.0
9.5,0.84,0.01,0.0,0.0
10.3,0.12,0.0,0.0,0.0
14.2,0.24,0.0,0.0,0.0
11.1,0.84,0.0,0.0,0.0
11.3,1.8,0.0,0.0,0.0
12.7,5.04,0.0,0.0,0.0
14.9,15.24,0.0,0.0,0.0
15.5,2.04,0.0,0.0,0.0
13.0,2.04,0.0,0.0,0.0
15.2,2.76,0.0,0.0,0.0
21.0,1.2,0.07,0.0,0.0
16.5,4.2,0.0,0.0,0.0
13.8,0.72,0.0,0.0,0.0
14.0,1.32,0.0,0.0,0.0
19.4,1.32,0.04,0.0,0.0
12.2,2.04,0.0,0.0,0.0
17.0,1.68,0.0,0.0,0.0
18.4,2.04,0.0,0.0,0.0
19.4,3.24,0.0,0.0,0.0
20.0,4.08,0.0,0.0,0.0
18.8,6.48,0.0,0.0,0.0
19.8,2.4,0.0,0.0,0.0
13.9,1.08,0.0,0.0,0.0
10.8,2.64,0.0,0.0,0.0
16.2,0.36,0.0,0.0,0.0
11.2,0.12,0.0,0.0,0.0
11.4,0.6,0.0,0.0,0.0
13.8,0.6,0.0,0.0,0.0
13.1,2.64,0.0,0.0,0.0
14.4,2.76,0.0,0.0,0.0
11.6,23.4,0.0,0.0,0.0
10.9,3.72,0.0,0.0,0.0
